loopIteration,time,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],erpm[0],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,heading[0],heading[1],heading[2]
1593,23393959,0,0,0,10000,1,0,8,-11,11,0,0,0,-1,-72,-2016,1,72,-2016,158,158,158,158,0,0,0,0,0,0,-3.087586957,0.023796595,0.072972152
1594,23394207,0,0,0,10000,1,0,8,-11,11,0,0,0,0,-71,-2017,0,71,-2017,158,158,158,158,0,0,0,0,0,0,-3.087587103,0.023804105,0.073019865
1595,23394455,0,0,0,10000,1,0,8,-10,11,0,0,0,1,-71,-2019,-1,71,-2019,158,158,158,158,0,0,0,0,0,0,-3.087587345,0.023806365,0.073067823
1596,23394702,0,0,0,10000,1,0,8,-10,10,0,0,0,0,-71,-2020,0,71,-2020,158,158,158,158,0,0,0,0,0,0,-3.087587663,0.023809073,0.073111295
1597,23394950,0,0,0,10000,1,0,8,-11,11,0,0,-1,0,-71,-2021,0,71,-2021,158,158,158,158,0,0,0,0,0,0,-3.087587986,0.023816492,0.073159027
1598,23395198,0,0,0,10000,1,0,9,-10,10,0,0,0,-1,-72,-2021,1,72,-2021,158,158,158,158,0,0,0,0,0,0,-3.087583003,0.023820239,0.0732026
1599,23395445,0,0,0,10000,1,0,9,-10,10,0,0,-1,-2,-73,-2021,2,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.087577293,0.023824685,0.073245938
1600,23395693,0,0,0,10000,1,0,9,-10,10,0,0,-1,-2,-74,-2020,2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.087570505,0.023829332,0.073289373
1601,23395941,0,0,0,10000,1,0,8,-10,10,0,0,-1,-2,-74,-2020,2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.087568047,0.023833975,0.073332809
1602,23396188,0,0,0,10000,1,0,8,-10,10,0,0,-1,-2,-74,-2020,2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.087565725,0.023838432,0.073376081
1603,23396436,0,0,0,10000,1,0,7,-10,10,0,0,-1,0,-73,-2020,0,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.087568471,0.023841302,0.073419594
1604,23396684,0,0,0,10000,1,0,8,-11,10,0,0,-1,-1,-72,-2020,1,72,-2020,158,158,158,158,0,0,0,0,0,0,-3.087567767,0.023849372,0.073462939
1605,23396931,0,0,0,10000,1,0,8,-11,10,0,0,-1,-1,-72,-2019,1,72,-2019,158,158,158,158,0,0,0,0,0,0,-3.087567147,0.023857253,0.073506118
1606,23397179,0,0,0,10000,1,0,8,-11,10,0,0,-1,-1,-72,-2019,1,72,-2019,158,158,158,158,0,0,0,0,0,0,-3.08756639,0.023865326,0.073549462
1607,23397427,0,0,0,10000,1,0,8,-11,11,0,0,-1,-1,-74,-2019,1,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.087563967,0.02387362,0.073596995
1608,23397674,0,0,0,10000,1,0,8,-11,11,0,0,0,-1,-75,-2020,1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087560846,0.023881681,0.073644285
1609,23397922,0,0,0,10000,1,0,8,-11,10,0,0,0,0,-76,-2021,0,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.087556653,0.023888796,0.073687374
1610,23398169,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-76,-2021,0,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.087552708,0.023891638,0.07373484
1611,23398417,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087549466,0.023894686,0.073782554
1612,23398665,0,0,0,10000,1,0,9,-10,11,0,0,0,-1,-73,-2018,1,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.087543576,0.023898663,0.073830394
1613,23398912,0,0,0,10000,1,0,9,-10,12,0,0,0,0,-73,-2018,0,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.087537947,0.023901803,0.073882363
1614,23399160,0,0,0,10000,1,0,9,-10,12,0,0,1,1,-73,-2018,-1,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.087532173,0.023904245,0.073934538
1615,23399408,0,0,0,10000,1,0,8,-10,12,0,0,1,1,-75,-2017,-1,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.087528914,0.023906706,0.073986574
1616,23399655,0,0,0,10000,1,0,8,-10,12,0,0,1,0,-75,-2017,0,75,-2017,158,158,158,158,0,0,0,0,0,0,-3.087525793,0.023909866,0.074038409
1617,23399903,0,0,0,10000,1,0,8,-10,11,0,0,0,0,-75,-2016,0,75,-2016,158,158,158,158,0,0,0,0,0,0,-3.087522387,0.023912999,0.074086117
1618,23400151,0,0,0,10000,1,0,7,-10,11,0,0,0,-1,-75,-2016,1,75,-2016,158,158,158,158,0,0,0,0,0,0,-3.087523305,0.023917013,0.074133824
1619,23400398,0,0,0,10000,1,0,7,-9,10,1,0,0,-2,-74,-2017,2,74,-2017,158,158,158,158,0,0,0,0,0,0,-3.087525168,0.023917174,0.074177345
1620,23400646,0,0,0,10000,1,0,7,-9,10,1,0,-1,-3,-73,-2017,3,73,-2017,158,158,158,158,0,0,0,0,0,0,-3.087527787,0.023918388,0.074221097
1621,23400894,0,0,0,10000,0,0,7,-10,10,1,0,-1,-3,-73,-2020,3,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.087530536,0.023923857,0.074264627
1622,23401141,0,0,0,10000,0,0,8,-10,11,1,0,0,-3,-72,-2021,3,72,-2021,158,158,158,158,0,0,0,0,0,0,-3.087530123,0.023929349,0.074312372
1623,23401389,0,0,0,10000,0,0,8,-11,11,0,0,0,-1,-72,-2023,1,72,-2023,158,158,158,158,0,0,0,0,0,0,-3.087529662,0.023937529,0.074360081
1624,23401637,0,0,0,10000,0,0,8,-11,12,0,0,0,-1,-72,-2024,1,72,-2024,158,158,158,158,0,0,0,0,0,0,-3.087529349,0.023945912,0.074412119
1625,23401884,0,0,0,10000,0,0,8,-11,12,0,0,1,0,-73,-2024,0,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.087528287,0.0239532,0.074463895
1626,23402132,0,0,0,10000,0,0,8,-11,13,0,0,1,0,-73,-2024,0,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.087527192,0.023960916,0.074520195
1627,23402380,0,0,0,10000,0,0,8,-11,13,0,0,1,0,-74,-2023,0,74,-2023,158,158,158,158,0,0,0,0,0,0,-3.087525167,0.023968643,0.074576424
1628,23402627,0,0,0,10000,0,0,8,-10,12,0,0,1,0,-74,-2022,0,74,-2022,158,158,158,158,0,0,0,0,0,0,-3.087523131,0.02397165,0.074628362
1629,23402875,0,0,0,10000,0,0,9,-10,12,0,0,1,-1,-73,-2021,1,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.087517473,0.023975746,0.074680562
1630,23403123,0,0,0,10000,0,0,9,-10,11,0,0,0,-1,-73,-2020,1,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.087511669,0.023979627,0.074728438
1631,23403370,0,0,0,10000,0,0,9,-10,11,0,0,0,-1,-73,-2019,1,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.087505978,0.023983343,0.074776129
1632,23403618,0,0,0,10000,0,0,9,-10,10,0,0,0,-1,-73,-2019,1,73,-2019,158,158,158,158,0,0,0,0,0,0,-3.087500037,0.023987008,0.074819681
1633,23403866,0,0,0,10000,0,0,8,-10,10,0,0,-1,-1,-75,-2018,1,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.087496615,0.023990691,0.074863094
1634,23404113,0,0,0,10000,0,0,8,-10,10,0,0,-1,-1,-75,-2018,1,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.087493331,0.023994189,0.074906343
1635,23404361,0,0,0,10000,0,0,8,-11,10,0,0,-1,-1,-75,-2018,1,75,-2018,158,158,158,158,0,0,0,0,0,0,-3.08748991,0.024002183,0.074949525
1636,23404608,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087486721,0.024009044,0.074992555
1637,23404856,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.0874834,0.024016099,0.075035752
1638,23405104,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-75,-2019,0,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087480034,0.024023167,0.075078946
1639,23405351,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-75,-2019,0,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087476806,0.024030027,0.075121978
1640,23405599,0,0,0,10000,0,0,8,-11,11,0,0,0,0,-76,-2020,0,76,-2020,158,158,158,158,0,0,0,0,0,0,-3.087472717,0.024037293,0.075169434
1641,23405847,0,0,0,10000,0,0,8,-11,11,0,0,0,0,-77,-2021,0,77,-2021,158,158,158,158,0,0,0,0,0,0,-3.087467801,0.024044528,0.075216827
1642,23406094,0,0,0,10000,0,0,8,-11,12,0,0,0,1,-78,-2021,-1,78,-2021,158,158,158,158,0,0,0,0,0,0,-3.08746225,0.024050905,0.075268281
1643,23406342,0,0,0,10000,0,0,9,-11,12,0,0,1,2,-79,-2021,-2,79,-2021,158,158,158,158,0,0,0,0,0,0,-3.087451371,0.024056599,0.075319871
1644,23406590,0,0,0,10000,0,0,9,-10,11,0,0,0,2,-78,-2022,-2,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.087441336,0.024057719,0.075367447
1645,23406837,0,0,0,10000,0,0,9,-10,11,0,0,0,2,-77,-2022,-2,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.087432348,0.02405866,0.075414911
1646,23407085,0,0,0,10000,0,0,9,-10,11,0,0,0,1,-76,-2023,-1,76,-2023,158,158,158,158,0,0,0,0,0,0,-3.087424147,0.024060649,0.075462629
1647,23407333,0,0,0,10000,0,0,8,-10,11,0,0,0,0,-74,-2023,0,74,-2023,158,158,158,158,0,0,0,0,0,0,-3.087422035,0.024063521,0.075510483
1648,23407580,0,0,0,10000,0,0,8,-10,11,0,0,0,0,-74,-2022,0,74,-2022,158,158,158,158,0,0,0,0,0,0,-3.087420011,0.024066231,0.075558153
1649,23407828,0,0,0,10000,0,0,9,-10,12,0,0,0,0,-74,-2021,0,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.087413588,0.02406938,0.075610326
1650,23408076,0,0,0,10000,0,0,9,-10,12,0,0,1,-1,-75,-2020,1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087406247,0.024073429,0.075662424
1651,23408323,0,0,0,10000,0,0,9,-10,12,0,0,1,-2,-75,-2020,2,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087399067,0.024078169,0.075714321
1652,23408571,0,0,0,10000,0,0,9,-10,12,0,0,1,-2,-75,-2019,2,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087391697,0.024083112,0.075766416
1653,23408819,0,0,0,10000,0,0,9,-10,12,0,0,1,-2,-75,-2019,2,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087384338,0.024088051,0.075818513
1654,23409066,0,0,0,10000,0,0,9,-10,12,0,0,1,-3,-75,-2019,3,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.08737714,0.024093681,0.075870409
1655,23409314,0,0,0,10000,0,0,10,-10,11,-1,0,0,-3,-75,-2019,3,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087365375,0.024099256,0.075918183
1656,23409562,0,0,0,10000,0,0,10,-10,11,-1,0,0,-3,-75,-2021,3,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.087353723,0.024104784,0.075965968
1657,23409809,0,0,0,10000,0,0,10,-11,11,-1,0,0,-3,-75,-2023,3,75,-2023,158,158,158,158,0,0,0,0,0,0,-3.087342348,0.024114378,0.076013346
1658,23410057,0,0,0,10000,0,0,9,-11,11,-1,0,0,-3,-75,-2024,3,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.087335189,0.02412414,0.076060912
1659,23410304,0,0,0,10000,0,0,9,-11,11,0,0,0,-3,-76,-2026,3,76,-2026,158,158,158,158,0,0,0,0,0,0,-3.087327409,0.024133644,0.076108237
1660,23410552,0,0,0,10000,0,0,9,-11,11,0,0,0,-3,-77,-2027,3,77,-2027,158,158,158,158,0,0,0,0,0,0,-3.087318658,0.024143317,0.07615568
1661,23410800,0,0,0,10000,0,0,9,-11,12,0,0,0,-3,-77,-2026,3,77,-2026,158,158,158,158,0,0,0,0,0,0,-3.087309977,0.024153232,0.076207445
1662,23411047,0,0,0,10000,0,0,8,-11,12,0,0,1,-2,-76,-2024,2,76,-2024,158,158,158,158,0,0,0,0,0,0,-3.087306545,0.024162098,0.076259078
1663,23411295,0,0,0,10000,0,0,8,-11,11,0,0,0,-1,-75,-2023,1,75,-2023,158,158,158,158,0,0,0,0,0,0,-3.087303707,0.024170065,0.076306657
1664,23411543,0,0,0,10000,0,0,9,-11,11,0,0,0,-2,-76,-2022,2,76,-2022,158,158,158,158,0,0,0,0,0,0,-3.087295625,0.024178922,0.076354162
1665,23411790,0,0,0,10000,0,0,9,-11,10,0,0,0,-2,-77,-2022,2,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.087286726,0.024187331,0.076397112
1666,23412038,0,0,0,10000,0,0,8,-11,10,0,0,-1,-1,-77,-2021,1,77,-2021,158,158,158,158,0,0,0,0,0,0,-3.087281961,0.024195074,0.076440227
1667,23412286,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-77,-2022,0,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.087277248,0.024201909,0.076483352
1668,23412533,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-77,-2022,0,77,-2022,158,158,158,158,0,0,0,0,0,0,-3.087272676,0.024208536,0.076526315
1669,23412781,0,0,0,10000,0,0,8,-11,10,0,0,-1,0,-77,-2024,0,77,-2024,158,158,158,158,0,0,0,0,0,0,-3.087268069,0.024215315,0.076569451
1670,23413029,0,0,0,10000,0,0,9,-11,11,0,0,-1,0,-76,-2024,0,76,-2024,158,158,158,158,0,0,0,0,0,0,-3.087260128,0.024222324,0.076616983
1671,23413276,0,0,0,10000,0,0,9,-11,11,0,0,0,-1,-75,-2024,1,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.087253227,0.024230001,0.076664401
1672,23413524,0,0,0,10000,0,0,9,-11,11,0,0,0,-2,-73,-2024,2,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.087247936,0.024238751,0.076712139
1673,23413772,0,0,0,10000,0,0,8,-11,11,0,0,0,-3,-73,-2025,3,73,-2025,158,158,158,158,0,0,0,0,0,0,-3.087247018,0.024248346,0.076759878
1674,23414019,0,0,0,10000,0,0,8,-11,11,0,0,0,-3,-74,-2024,3,74,-2024,158,158,158,158,0,0,0,0,0,0,-3.087245311,0.024257748,0.076807364
1675,23414267,0,0,0,10000,0,0,8,-11,12,0,0,0,-3,-75,-2022,3,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.087242602,0.024267614,0.076859279
1676,23414515,0,0,0,10000,0,0,8,-11,11,0,0,0,-3,-77,-2021,3,77,-2021,158,158,158,158,0,0,0,0,0,0,-3.08723799,0.024277253,0.076906728
1677,23414762,0,0,0,10000,0,0,8,-11,11,0,0,0,-3,-77,-2020,3,77,-2020,158,158,158,158,0,0,0,0,0,0,-3.087233471,0.024286698,0.076953994
1678,23415010,0,0,0,10000,0,0,8,-11,10,0,0,0,-4,-76,-2019,4,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.087229545,0.024296996,0.076997182
1679,23415257,0,0,0,10000,0,0,8,-10,10,0,0,-1,-5,-75,-2019,5,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087226641,0.024303661,0.077040509
1680,23415505,0,0,0,10000,0,0,8,-10,11,0,0,0,-4,-75,-2020,4,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087223755,0.024309839,0.077088333
1681,23415753,0,0,0,10000,0,0,8,-10,11,0,0,0,-4,-75,-2022,4,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.087220968,0.024315968,0.077136166
1682,23416001,0,0,0,10000,0,0,8,-10,10,0,0,0,-3,-75,-2023,3,75,-2023,158,158,158,158,0,0,0,0,0,0,-3.087218124,0.024320958,0.077179685
1683,23416248,0,0,0,10000,0,0,8,-10,10,0,0,-1,-3,-75,-2024,3,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.087215466,0.024325739,0.077223045
1684,23416496,0,0,0,10000,0,0,8,-10,10,0,0,-1,-3,-75,-2024,3,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.087212673,0.0243307,0.077266572
1685,23416743,0,0,0,10000,0,0,8,-10,11,0,0,-1,-3,-74,-2026,3,74,-2026,158,158,158,158,0,0,0,0,0,0,-3.087211093,0.024335665,0.077314319
1686,23416991,0,0,0,10000,0,0,8,-10,11,0,0,0,-3,-73,-2026,3,73,-2026,158,158,158,158,0,0,0,0,0,0,-3.087210252,0.024340812,0.077362319
1687,23417239,0,0,0,10000,0,0,8,-10,11,0,0,0,-3,-73,-2024,3,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.087209315,0.024345997,0.077410314
1688,23417486,0,0,0,10000,0,0,9,-11,10,0,0,0,-3,-73,-2023,3,73,-2023,158,158,158,158,0,0,0,0,0,0,-3.087204049,0.024355077,0.077453584
1689,23417734,0,0,0,10000,0,0,8,-11,11,0,0,-1,-4,-74,-2022,4,74,-2022,158,158,158,158,0,0,0,0,0,0,-3.08720214,0.024365477,0.077501265
1690,23417982,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-75,-2021,5,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.08719931,0.024376759,0.077548869
1691,23418229,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-76,-2022,5,76,-2022,158,158,158,158,0,0,0,0,0,0,-3.08719579,0.0243878,0.077596227
1692,23418477,0,0,0,10000,0,0,8,-11,11,0,0,0,-5,-78,-2022,5,78,-2022,158,158,158,158,0,0,0,0,0,0,-3.087190389,0.024399026,0.077643628
1693,23418725,0,0,0,10000,0,0,9,-10,12,0,0,0,-3,-79,-2022,3,79,-2022,158,158,158,158,0,0,0,0,0,0,-3.087179912,0.024404406,0.077695526
1694,23418972,0,0,0,10000,0,0,9,-10,11,0,0,0,-3,-79,-2021,3,79,-2021,158,158,158,158,0,0,0,0,0,0,-3.087169449,0.024409383,0.077742918
1695,23419220,0,0,0,10000,0,0,8,-10,11,0,0,0,-2,-78,-2021,2,78,-2021,158,158,158,158,0,0,0,0,0,0,-3.087164045,0.024413666,0.077790568
1696,23419468,0,0,0,10000,0,0,8,-10,11,0,0,0,-2,-76,-2021,2,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.087160396,0.024417949,0.07783836
1697,23419715,0,0,0,10000,0,0,8,-10,11,0,0,0,-1,-75,-2021,1,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.08715776,0.024421171,0.077886047
1698,23419963,0,0,0,10000,0,0,8,-10,11,0,0,0,-1,-75,-2021,1,75,-2021,158,158,158,158,0,0,0,0,0,0,-3.08715499,0.024424576,0.077933917
1699,23420211,0,0,0,10000,0,0,8,-10,11,0,0,0,-1,-76,-2021,1,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.087151348,0.024427978,0.077981719
1700,23420458,0,0,0,10000,0,0,7,-10,11,0,0,0,-1,-78,-2021,1,78,-2021,158,158,158,158,0,0,0,0,0,0,-3.0871504,0.024431192,0.078029198
1701,23420706,0,0,0,10000,0,0,8,-10,11,0,0,0,-1,-78,-2020,1,78,-2020,158,158,158,158,0,0,0,0,0,0,-3.087144966,0.024434611,0.078076857
1702,23420954,0,0,0,10000,1,0,8,-10,11,0,0,0,-2,-78,-2020,2,78,-2020,158,158,158,158,0,0,0,0,0,0,-3.087139538,0.024438903,0.078124514
1703,23421201,0,0,0,10000,1,0,8,-10,12,0,0,0,-3,-77,-2019,3,77,-2019,158,158,158,158,0,0,0,0,0,0,-3.087135183,0.024444138,0.078176359
1704,23421449,0,0,0,10000,1,0,8,-10,12,0,0,1,-2,-76,-2019,2,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.087131572,0.024448681,0.07822848
1705,23421697,0,0,0,10000,1,0,8,-10,12,0,0,1,-1,-75,-2019,1,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.087128838,0.024452347,0.078280678
1706,23421944,0,0,0,10000,1,0,8,-10,11,0,0,1,0,-74,-2019,0,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.087127008,0.024454719,0.078328446
1707,23422192,0,0,0,10000,1,0,8,-10,11,0,0,0,1,-75,-2020,-1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087124218,0.024456379,0.078376335
1708,23422439,0,0,0,10000,1,0,8,-10,12,0,0,0,0,-75,-2020,0,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.08712167,0.024458965,0.078428346
1709,23422687,0,0,0,10000,1,0,9,-10,12,0,0,1,0,-77,-2021,0,77,-2021,158,158,158,158,0,0,0,0,0,0,-3.08711297,0.024461712,0.07848042
1710,23422935,0,0,0,10000,1,0,9,-10,11,0,0,1,1,-77,-2021,-1,77,-2021,158,158,158,158,0,0,0,0,0,0,-3.087104176,0.024463351,0.078528177
1711,23423182,0,0,0,10000,1,0,9,-10,12,0,0,0,1,-76,-2021,-1,76,-2021,158,158,158,158,0,0,0,0,0,0,-3.087096526,0.024465043,0.078580131
1712,23423430,0,0,0,10000,1,0,9,-10,11,0,0,0,0,-76,-2020,0,76,-2020,158,158,158,158,0,0,0,0,0,0,-3.087088581,0.024467581,0.078627955
1713,23423678,0,0,0,10000,1,0,9,-9,11,0,0,0,-1,-75,-2020,1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087081525,0.02446668,0.078676085
1714,23423925,0,0,0,10000,1,0,9,-10,12,0,-1,0,-1,-74,-2019,1,74,-2019,158,158,158,158,0,0,0,0,0,0,-3.087075556,0.024470172,0.078728171
1715,23424173,0,0,0,10000,1,0,9,-10,11,0,0,0,-1,-75,-2020,1,75,-2020,158,158,158,158,0,0,0,0,0,0,-3.087068511,0.024473589,0.078776068
1716,23424421,0,0,0,10000,1,0,8,-9,11,0,0,0,-2,-75,-2022,2,75,-2022,158,158,158,158,0,0,0,0,0,0,-3.087065898,0.024473521,0.078824207
1717,23424668,0,0,0,10000,1,0,8,-10,11,0,-1,0,-2,-75,-2023,2,75,-2023,158,158,158,158,0,0,0,0,0,0,-3.087063463,0.024477567,0.078871933
1718,23424916,0,0,0,10000,1,0,9,-10,10,0,0,0,-3,-74,-2024,3,74,-2024,158,158,158,158,0,0,0,0,0,0,-3.087057387,0.024482411,0.078915592
1719,23425164,0,0,0,10000,1,0,9,-10,11,0,0,0,-3,-72,-2023,3,72,-2023,158,158,158,158,0,0,0,0,0,0,-3.087053121,0.02448751,0.078963714
1720,23425411,0,0,0,10000,1,0,9,-10,10,0,0,0,-3,-72,-2023,3,72,-2023,158,158,158,158,0,0,0,0,0,0,-3.087048907,0.024492185,0.07900735
1721,23425659,0,0,0,10000,1,0,8,-10,11,0,0,0,-3,-71,-2023,3,71,-2023,158,158,158,158,0,0,0,0,0,0,-3.087049842,0.024497277,0.079055546
1722,23425907,0,0,0,10000,1,0,8,-10,12,0,0,0,-3,-70,-2024,3,70,-2024,158,158,158,158,0,0,0,0,0,0,-3.087051798,0.024502579,0.079108143
1723,23426154,0,0,0,10000,1,0,8,-9,12,0,0,1,-3,-72,-2024,3,72,-2024,158,158,158,158,0,0,0,0,0,0,-3.087052144,0.024503392,0.079160633
1724,23426402,0,0,0,10000,1,0,8,-9,12,0,-1,1,-3,-73,-2023,3,73,-2023,158,158,158,158,0,0,0,0,0,0,-3.087051432,0.024504395,0.07921325
1725,23426650,0,0,0,10000,1,0,8,-9,11,0,-1,0,-3,-74,-2021,3,74,-2021,158,158,158,158,0,0,0,0,0,0,-3.087049645,0.024505207,0.079261466
1726,23426897,0,0,0,10000,1,0,8,-9,11,0,-1,0,-1,-73,-2020,1,73,-2020,158,158,158,158,0,0,0,0,0,0,-3.087048817,0.024504132,0.079309575
1727,23427145,0,0,0,10000,1,0,8,-9,10,0,-1,0,-1,-73,-2018,1,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.087047652,0.024503038,0.079353537
1728,23427392,0,0,0,10000,1,0,8,-9,10,0,-1,-1,-2,-73,-2018,2,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.08704662,0.024502655,0.079397331
1729,23427640,0,0,0,10000,1,0,8,-9,10,0,-1,-1,-2,-73,-2018,2,73,-2018,158,158,158,158,0,0,0,0,0,0,-3.087045452,0.024502444,0.079441292
1730,23427888,0,0,0,10000,1,0,7,-9,10,0,-1,-1,-2,-74,-2018,2,74,-2018,158,158,158,158,0,0,0,0,0,0,-3.087047733,0.024502235,0.079485182
1731,23428135,0,0,0,10000,1,0,7,-9,11,1,-1,0,-3,-76,-2018,3,76,-2018,158,158,158,158,0,0,0,0,0,0,-3.087048488,0.024502969,0.079533067
1732,23428383,0,0,0,10000,1,0,8,-10,11,0,0,0,-3,-78,-2019,3,78,-2019,158,158,158,158,0,0,0,0,0,0,-3.087043101,0.024508163,0.07958076
1733,23428631,0,0,0,10000,1,0,8,-10,11,0,0,0,-3,-79,-2021,3,79,-2021,158,158,158,158,0,0,0,0,0,0,-3.087036945,0.024513309,0.079628392
1734,23428878,0,0,0,10000,1,0,8,-10,10,0,0,0,-3,-79,-2022,3,79,-2022,158,158,158,158,0,0,0,0,0,0,-3.087030874,0.024518009,0.079671542
1735,23429126,0,0,0,10000,1,0,8,-10,10,0,0,-1,-3,-78,-2024,3,78,-2024,158,158,158,158,0,0,0,0,0,0,-3.087025642,0.024522847,0.079714938
1736,23429374,0,0,0,10000,1,0,8,-11,11,0,0,-1,-2,-77,-2024,2,77,-2024,158,158,158,158,0,0,0,0,0,0,-3.087021388,0.024531361,0.079762498
1737,23429621,0,0,0,10000,1,0,8,-11,12,0,0,0,-1,-75,-2024,1,75,-2024,158,158,158,158,0,0,0,0,0,0,-3.08701912,0.024539029,0.079814333
1738,23429869,0,0,0,10000,1,0,8,-11,12,0,0,1,0,-73,-2024,0,73,-2024,158,158,158,158,0,0,0,0,0,0,-3.087018459,0.024546021,0.079866516
1739,23430117,0,0,0,10000,1,0,9,-10,11,0,0,1,0,-73,-2022,0,73,-2022,158,158,158,158,0,0,0,0,0,0,-3.08701328,0.024548498,0.079914605
1740,23430364,0,0,0,10000,1,0,8,-10,11,0,0,0,1,-73,-2021,-1,73,-2021,158,158,158,158,0,0,0,0,0,0,-3.087012516,0.024549941,0.079962514
1741,23430612,0,0,0,10000,1,0,8,-10,11,0,0,0,2,-74,-2020,-2,74,-2020,158,158,158,158,0,0,0,0,0,0,-3.087010697,0.024550719,0.080010535
1742,23430860,0,0,0,10000,1,0,8,-10,11,0,0,0,1,-75,-2019,-1,75,-2019,158,158,158,158,0,0,0,0,0,0,-3.08700796,0.024552392,0.080058477
1743,23431107,0,0,0,10000,1,0,8,-10,11,0,0,0,2,-76,-2019,-2,76,-2019,158,158,158,158,0,0,0,0,0,0,-3.087004491,0.02455301,0.080106171
1744,23431355,0,0,0,10000,1,0,8,-10,11,0,0,0,2,-77,-2020,-2,77,-2020,158,158,158,158,0,0,0,0,0,0,-3.087000068,0.024553792,0.080153981
