loopIteration,time,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],erpm[0],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,heading[0],heading[1],heading[2]
6465,24600526,0,0,0,10000,0,0,5,-19,277,2,2,158,-236,-96,-1973,236,96,-1973,158,158,158,158,0,0,0,0,0,0,-3.076316506,-0.013086398,0.600360716
6466,24600774,0,0,0,10000,0,0,6,-25,287,2,6,164,-246,-99,-1972,246,99,-1972,158,158,158,158,0,0,0,0,0,0,-3.07629926,-0.012673588,0.601568691
6467,24601021,0,0,0,10000,0,0,6,-31,297,1,10,170,-253,-94,-1969,253,94,-1969,158,158,158,158,0,0,0,0,0,0,-3.076286187,-0.012227865,0.602813043
6468,24601269,0,0,0,10000,0,0,7,-35,305,1,13,176,-256,-90,-1968,256,90,-1968,158,158,158,158,0,0,0,0,0,0,-3.076272073,-0.01175999,0.604096277
6469,24601517,0,0,0,10000,0,0,7,-40,314,1,16,181,-254,-99,-1973,254,99,-1973,158,158,158,158,0,0,0,0,0,0,-3.076251057,-0.011270341,0.605415993
6470,24601764,0,0,0,10000,0,0,8,-45,321,0,19,186,-252,-112,-1983,252,112,-1983,158,158,158,158,0,0,0,0,0,0,-3.076216168,-0.01076061,0.606757472
6471,24602012,0,0,0,10000,0,0,8,-50,327,0,22,190,-248,-119,-1992,248,119,-1992,158,158,158,158,0,0,0,0,0,0,-3.076176337,-0.010230473,0.608128555
6472,24602260,0,0,0,10000,0,0,9,-54,333,0,25,194,-250,-127,-1999,250,127,-1999,158,158,158,158,0,0,0,0,0,0,-3.076126565,-0.009680488,0.609523178
6473,24602507,0,0,0,10000,0,0,10,-58,338,0,27,198,-261,-137,-2005,261,137,-2005,158,158,158,158,0,0,0,0,0,0,-3.076065494,-0.009104943,0.61092993
6474,24602755,0,0,0,10000,0,0,10,-62,343,-1,30,200,-265,-139,-2005,265,139,-2005,158,158,158,158,0,0,0,0,0,0,-3.076003328,-0.008506904,0.612362321
6475,24603003,0,0,0,10000,0,0,10,-66,348,-1,32,204,-271,-139,-2003,271,139,-2003,158,158,158,158,0,0,0,0,0,0,-3.07594189,-0.007886164,0.613814592
6476,24603250,0,0,0,10000,0,0,10,-70,353,-1,35,206,-272,-132,-2000,272,132,-2000,158,158,158,158,0,0,0,0,0,0,-3.075887162,-0.007248509,0.615282231
6477,24603498,0,0,0,10000,0,0,10,-74,357,-1,37,209,-274,-127,-1995,274,127,-1995,158,158,158,158,0,0,0,0,0,0,-3.075837025,-0.006590197,0.616772642
6478,24603746,0,0,0,10000,0,0,10,-77,361,-1,39,212,-272,-122,-1996,272,122,-1996,158,158,158,158,0,0,0,0,0,0,-3.075792057,-0.005920464,0.618280531
6479,24603993,0,0,0,10000,0,0,10,-78,364,-1,41,214,-268,-119,-2003,268,119,-2003,158,158,158,158,0,0,0,0,0,0,-3.075751183,-0.005251639,0.61979588
6480,24604241,0,0,0,10000,0,0,11,-78,367,-1,41,216,-269,-115,-2014,269,115,-2014,158,158,158,158,0,0,0,0,0,0,-3.07571071,-0.004580356,0.62133112
6481,24604488,0,0,0,10000,0,0,11,-77,369,-2,41,218,-267,-109,-2030,267,109,-2030,158,158,158,158,0,0,0,0,0,0,-3.07567733,-0.00391723,0.6228703
6482,24604736,0,0,0,10000,0,0,11,-75,371,-2,40,219,-260,-111,-2046,260,111,-2046,158,158,158,158,0,0,0,0,0,0,-3.075644008,-0.003267185,0.624425749
6483,24604984,0,0,0,10000,0,0,11,-72,372,-2,39,220,-252,-109,-2062,252,109,-2062,158,158,158,158,0,0,0,0,0,0,-3.075614248,-0.002637403,0.625987796
6484,24605231,0,0,0,10000,0,0,11,-68,374,-2,37,221,-245,-108,-2072,245,108,-2072,158,158,158,158,0,0,0,0,0,0,-3.075587056,-0.002032699,0.627554299
6485,24605479,0,0,0,10000,0,0,10,-63,375,-1,34,222,-234,-104,-2077,234,104,-2077,158,158,158,158,0,0,0,0,0,0,-3.075568508,-0.001457725,0.629134928
6486,24605727,0,0,0,10000,0,0,10,-57,376,-1,31,223,-232,-99,-2075,232,99,-2075,158,158,158,158,0,0,0,0,0,0,-3.075554864,-0.000910952,0.630722626
6487,24605974,0,0,0,10000,0,0,10,-51,378,-1,28,223,-232,-100,-2068,232,100,-2068,158,158,158,158,0,0,0,0,0,0,-3.075541045,-0.000391726,0.632314024
6488,24606222,0,0,0,10000,0,0,9,-46,380,-1,24,224,-225,-88,-2058,225,88,-2058,158,158,158,158,0,0,0,0,0,0,-3.075541521,0.000101186,0.633924552
6489,24606470,0,0,0,10000,0,0,9,-42,383,0,21,226,-222,-85,-2053,222,85,-2053,158,158,158,158,0,0,0,0,0,0,-3.075544969,0.000574392,0.635549985
6490,24606717,0,0,0,10000,0,0,9,-37,385,0,18,227,-215,-73,-2047,215,73,-2047,158,158,158,158,0,0,0,0,0,0,-3.075558851,0.001018948,0.637181396
6491,24606965,0,0,0,10000,0,0,9,-33,388,0,16,229,-207,-69,-2044,207,69,-2044,158,158,158,158,0,0,0,0,0,0,-3.075576408,0.001440831,0.638835084
6492,24607213,0,0,0,10000,0,0,10,-29,391,-1,13,231,-197,-67,-2047,197,67,-2047,158,158,158,158,0,0,0,0,0,0,-3.075592117,0.001837339,0.640504364
6493,24607460,0,0,0,10000,0,0,9,-25,393,-1,11,232,-193,-71,-2051,193,71,-2051,158,158,158,158,0,0,0,0,0,0,-3.075609846,0.002212273,0.642176551
6494,24607708,0,0,0,10000,0,0,9,-22,396,0,9,234,-185,-77,-2052,185,77,-2052,158,158,158,158,0,0,0,0,0,0,-3.075623165,0.002568748,0.643869417
6495,24607956,0,0,0,10000,0,0,9,-21,399,0,7,236,-171,-78,-2052,171,78,-2052,158,158,158,158,0,0,0,0,0,0,-3.075636273,0.002909598,0.645576977
6496,24608203,0,0,0,10000,0,0,8,-19,403,0,6,238,-161,-80,-2050,161,80,-2050,158,158,158,158,0,0,0,0,0,0,-3.075652667,0.003233323,0.647296225
6497,24608451,0,0,0,10000,0,0,8,-17,406,0,5,240,-155,-75,-2045,155,75,-2045,158,158,158,158,0,0,0,0,0,0,-3.075673348,0.003544565,0.6490374
6498,24608699,0,0,0,10000,0,0,7,-16,409,0,4,242,-150,-74,-2039,150,74,-2039,158,158,158,158,0,0,0,0,0,0,-3.075699396,0.003847676,0.650792502
6499,24608946,0,0,0,10000,0,0,7,-14,412,1,3,244,-143,-76,-2033,143,76,-2033,158,158,158,158,0,0,0,0,0,0,-3.075724093,0.004135994,0.652554429
6500,24609194,0,0,0,10000,0,0,7,-11,415,1,2,245,-139,-77,-2028,139,77,-2028,158,158,158,158,0,0,0,0,0,0,-3.07574811,0.00440914,0.654337606
6501,24609442,0,0,0,10000,0,0,7,-8,417,1,0,247,-135,-76,-2027,135,76,-2027,158,158,158,158,0,0,0,0,0,0,-3.075773363,0.004666125,0.656130891
6502,24609689,0,0,0,10000,0,0,7,-4,420,1,-2,248,-135,-75,-2029,135,75,-2029,158,158,158,158,0,0,0,0,0,0,-3.075800088,0.004905682,0.657931154
6503,24609937,0,0,0,10000,0,0,7,-2,423,1,-4,250,-129,-80,-2032,129,80,-2032,158,158,158,158,0,0,0,0,0,0,-3.075823218,0.00513261,0.659752235
6504,24610184,0,0,0,10000,0,0,7,0,426,1,-5,252,-117,-87,-2035,117,87,-2035,158,158,158,158,0,0,0,0,0,0,-3.075841268,0.00534095,0.661579784
6505,24610432,0,0,0,10000,0,0,6,1,429,1,-7,254,-104,-89,-2033,104,89,-2033,158,158,158,158,0,0,0,0,0,0,-3.075862219,0.005535223,0.663429159
6506,24610680,0,0,0,10000,0,0,6,1,433,1,-7,256,-94,-88,-2028,94,88,-2028,158,158,158,158,0,0,0,0,0,0,-3.075884142,0.005722049,0.665297056
6507,24610927,0,0,0,10000,0,0,6,0,437,1,-7,258,-80,-93,-2027,80,93,-2027,158,158,158,158,0,0,0,0,0,0,-3.07590238,0.005901934,0.667175186
6508,24611175,0,0,0,10000,0,0,6,-1,440,1,-6,261,-64,-95,-2027,64,95,-2027,158,158,158,158,0,0,0,0,0,0,-3.075919306,0.006073962,0.66907514
6509,24611423,0,0,0,10000,0,0,6,-2,442,1,-6,263,-50,-89,-2025,50,89,-2025,158,158,158,158,0,0,0,0,0,0,-3.075941415,0.006239026,0.670985933
6510,24611670,0,0,0,10000,0,0,7,-3,445,1,-5,264,-40,-81,-2021,40,81,-2021,158,158,158,158,0,0,0,0,0,0,-3.075966003,0.006400164,0.672903959
6511,24611918,0,0,0,10000,0,0,7,-5,448,1,-4,265,-39,-80,-2016,39,80,-2016,158,158,158,158,0,0,0,0,0,0,-3.075991437,0.006570225,0.674842356
6512,24612166,0,0,0,10000,0,0,8,-6,450,0,-3,267,-32,-83,-2013,32,83,-2013,158,158,158,158,0,0,0,0,0,0,-3.076010271,0.006739089,0.676789461
6513,24612413,0,0,0,10000,0,0,7,-9,453,0,-2,269,-27,-81,-2004,27,81,-2004,158,158,158,158,0,0,0,0,0,0,-3.076035058,0.00691667,0.6787416
6514,24612661,0,0,0,10000,0,0,7,-11,456,1,0,270,-27,-83,-2002,27,83,-2002,158,158,158,158,0,0,0,0,0,0,-3.076058436,0.007104068,0.680713727
6515,24612909,0,0,0,10000,0,0,8,-13,458,0,1,272,-30,-88,-2005,30,88,-2005,158,158,158,158,0,0,0,0,0,0,-3.076073948,0.007302762,0.682692911
6516,24613156,0,0,0,10000,0,0,8,-16,460,0,2,273,-38,-80,-2007,38,80,-2007,158,158,158,158,0,0,0,0,0,0,-3.076096676,0.007520377,0.684672209
6517,24613404,0,0,0,10000,0,0,8,-17,464,0,4,275,-48,-78,-2006,48,78,-2006,158,158,158,158,0,0,0,0,0,0,-3.076121449,0.007752082,0.686675662
6518,24613652,0,0,0,10000,0,0,8,-17,468,0,4,277,-56,-82,-2013,56,82,-2013,158,158,158,158,0,0,0,0,0,0,-3.076143869,0.007991029,0.688694991
6519,24613899,0,0,0,10000,0,0,8,-16,471,0,4,279,-68,-92,-2014,68,92,-2014,158,158,158,158,0,0,0,0,0,0,-3.076158736,0.008235133,0.690716562
6520,24614147,0,0,0,10000,0,0,8,-14,473,0,3,281,-61,-99,-2021,61,99,-2021,158,158,158,158,0,0,0,0,0,0,-3.076168681,0.008465737,0.692755425
6521,24614394,0,0,0,10000,0,0,8,-13,474,0,2,282,-44,-107,-2031,44,107,-2031,158,158,158,158,0,0,0,0,0,0,-3.076173138,0.008677056,0.694791609
6522,24614642,0,0,0,10000,0,0,8,-11,474,0,1,283,-18,-114,-2299,18,114,-2299,158,158,158,158,0,0,0,0,0,0,-3.076186616,0.008856774,0.696841518
6523,24614890,0,0,0,10000,0,0,7,-8,474,0,0,283,-8,-115,-2055,8,115,-2055,158,158,158,158,0,0,0,0,0,0,-3.076190773,0.009016754,0.698890739
6524,24615138,0,0,0,10000,0,0,6,-6,474,1,-2,283,16,-120,-2066,-16,120,-2066,158,158,158,158,0,0,0,0,0,0,-3.076196039,0.009147966,0.700942774
6525,24615385,0,0,0,10000,0,0,5,-5,472,2,-3,282,39,-123,-2073,-39,123,-2073,158,158,158,158,0,0,0,0,0,0,-3.076203719,0.009254434,0.702980628
6526,24615633,0,0,0,10000,0,0,5,-3,469,2,-4,281,67,-125,-2072,-67,125,-2072,158,158,158,158,0,0,0,0,0,0,-3.07620976,0.009328803,0.705017353
6527,24615881,0,0,0,10000,0,0,4,-3,466,2,-4,279,84,-121,-2062,-84,121,-2062,158,158,158,158,0,0,0,0,0,0,-3.076222889,0.009388258,0.707043658
6528,24616128,0,0,0,10000,0,0,4,-2,463,3,-5,277,92,-117,-2043,-92,117,-2043,158,158,158,158,0,0,0,0,0,0,-3.076238244,0.009435428,0.709050599
6529,24616376,0,0,0,10000,0,0,4,-2,461,3,-5,276,99,-108,-2022,-99,108,-2022,158,158,158,158,0,0,0,0,0,0,-3.076259859,0.00947689,0.711058928
6530,24616624,0,0,0,10000,0,0,4,-3,458,3,-5,274,108,-98,-2001,-108,98,-2001,158,158,158,158,0,0,0,0,0,0,-3.076288493,0.009514462,0.713056367
6531,24616871,0,0,0,10000,0,0,5,-4,456,2,-4,273,120,-92,-1986,-120,92,-1986,158,158,158,158,0,0,0,0,0,0,-3.076316892,0.009545319,0.715039139
6532,24617119,0,0,0,10000,0,0,6,-7,455,2,-4,272,121,-85,-1981,-121,85,-1981,158,158,158,158,0,0,0,0,0,0,-3.076346435,0.009588538,0.717025813
6533,24617366,0,0,0,10000,0,0,6,-11,455,1,-2,271,118,-76,-1978,-118,76,-1978,158,158,158,158,0,0,0,0,0,0,-3.076383303,0.009650664,0.719004407
6534,24617614,0,0,0,10000,0,0,7,-17,454,1,1,271,125,-77,-1981,-125,77,-1981,158,158,158,158,0,0,0,0,0,0,-3.076415217,0.009733129,0.720985688
6535,24617862,0,0,0,10000,0,0,8,-23,455,0,5,271,128,-84,-1984,-128,84,-1984,158,158,158,158,0,0,0,0,0,0,-3.076437404,0.009839058,0.722969042
6536,24618109,0,0,0,10000,0,0,9,-30,455,0,9,271,127,-78,-1983,-127,78,-1983,158,158,158,158,0,0,0,0,0,0,-3.076460436,0.009974757,0.724943345
6537,24618357,0,0,0,10000,0,0,9,-38,456,0,13,271,123,-71,-1973,-123,71,-1973,158,158,158,158,0,0,0,0,0,0,-3.076488929,0.010149385,0.72692811
6538,24618605,0,0,0,10000,0,0,9,-45,458,0,18,272,114,-68,-1965,-114,68,-1965,158,158,158,158,0,0,0,0,0,0,-3.076519887,0.0103619,0.728918889
6539,24618852,0,0,0,10000,0,0,10,-53,459,-1,22,273,104,-74,-1959,-104,74,-1959,158,158,158,158,0,0,0,0,0,0,-3.076541816,0.01061564,0.730901748
6540,24619100,0,0,0,10000,0,0,11,-60,462,-1,27,274,99,-77,-1957,-99,77,-1957,158,158,158,158,0,0,0,0,0,0,-3.076557408,0.010905536,0.732902576
6541,24619348,0,0,0,10000,0,0,11,-66,464,-2,31,276,85,-76,-1964,-85,76,-1964,158,158,158,158,0,0,0,0,0,0,-3.076574878,0.011232836,0.734908976
6542,24619595,0,0,0,10000,0,0,12,-71,465,-2,35,277,61,-78,-1973,-61,78,-1973,158,158,158,158,0,0,0,0,0,0,-3.076587677,0.011599346,0.73690725
6543,24619843,0,0,0,10000,0,0,12,-76,468,-2,38,278,36,-77,-1985,-36,77,-1985,158,158,158,158,0,0,0,0,0,0,-3.076602719,0.012009879,0.738922417
6544,24620091,0,0,0,10000,0,0,12,-82,472,-2,41,280,9,-78,-1989,-9,78,-1989,158,158,158,158,0,0,0,0,0,0,-3.076618196,0.012468912,0.740949875
6545,24620338,0,0,0,10000,0,0,12,-87,475,-2,44,282,-12,-76,-1988,12,76,-1988,158,158,158,158,0,0,0,0,0,0,-3.076636458,0.012964829,0.742978534
6546,24620586,0,0,0,10000,0,0,13,-93,480,-2,48,284,-28,-74,-1979,28,74,-1979,158,158,158,158,0,0,0,0,0,0,-3.07665276,0.013502518,0.74503364
6547,24620834,0,0,0,10000,0,0,13,-99,485,-3,51,287,-28,-72,-1968,28,72,-1968,158,158,158,158,0,0,0,0,0,0,-3.076671526,0.014066699,0.747108994
6548,24621081,0,0,0,10000,0,0,14,-105,489,-3,55,290,-23,-65,-1962,23,65,-1962,158,158,158,158,0,0,0,0,0,0,-3.076692944,0.014650508,0.749193298
6549,24621329,0,0,0,10000,0,0,15,-110,493,-4,59,292,-14,-61,-1962,14,61,-1962,158,158,158,158,0,0,0,0,0,0,-3.076714685,0.015250983,0.751303773
6550,24621577,0,0,0,10000,0,0,15,-115,496,-4,62,295,-6,-55,-1975,6,55,-1975,158,158,158,158,0,0,0,0,0,0,-3.076743512,0.015866084,0.753428035
6551,24621824,0,0,0,10000,0,0,16,-118,498,-4,65,296,-9,-47,-1988,9,47,-1988,158,158,158,158,0,0,0,0,0,0,-3.076776835,0.016493316,0.755552708
6552,24622072,0,0,0,10000,0,0,16,-120,499,-5,66,297,-10,-41,-2006,10,41,-2006,158,158,158,158,0,0,0,0,0,0,-3.07681728,0.017131544,0.757690866
6553,24622319,0,0,0,10000,0,0,17,-121,499,-5,67,298,-23,-46,-2022,23,46,-2022,158,158,158,158,0,0,0,0,0,0,-3.076851575,0.017780759,0.759818227
6554,24622567,0,0,0,10000,0,0,17,-120,499,-5,68,298,-37,-56,-2034,37,56,-2034,158,158,158,158,0,0,0,0,0,0,-3.076879457,0.018438521,0.76195155
6555,24622815,0,0,0,10000,0,0,16,-118,498,-5,67,298,-48,-65,-2044,48,65,-2044,158,158,158,158,0,0,0,0,0,0,-3.076906046,0.019095107,0.764078733
6556,24623062,0,0,0,10000,0,0,16,-113,496,-5,65,297,-61,-71,-2048,61,71,-2048,158,158,158,158,0,0,0,0,0,0,-3.076929174,0.019736527,0.766187888
6557,24623310,0,0,0,10000,0,0,16,-107,493,-5,62,296,-69,-75,-2055,69,75,-2055,158,158,158,158,0,0,0,0,0,0,-3.076950304,0.020359098,0.768292953
6558,24623558,0,0,0,10000,0,0,15,-99,490,-5,58,294,-63,-86,-2062,63,86,-2062,158,158,158,158,0,0,0,0,0,0,-3.07696805,0.020940147,0.770386709
6559,24623805,0,0,0,10000,0,0,15,-90,485,-4,53,292,-56,-89,-2074,56,89,-2074,158,158,158,158,0,0,0,0,0,0,-3.076984736,0.02147187,0.772453803
6560,24624053,0,0,0,10000,0,0,14,-81,479,-4,47,288,-42,-87,-2084,42,87,-2084,158,158,158,158,0,0,0,0,0,0,-3.077008316,0.021952554,0.774508212
6561,24624301,0,0,0,10000,0,0,13,-71,473,-3,42,285,-23,-88,-2092,23,88,-2092,158,158,158,158,0,0,0,0,0,0,-3.077036153,0.022371759,0.776542027
6562,24624548,0,0,0,10000,0,0,12,-61,466,-3,36,281,-4,-91,-2101,4,91,-2101,158,158,158,158,0,0,0,0,0,0,-3.077066431,0.022727696,0.778542579
6563,24624796,0,0,0,10000,0,0,11,-52,459,-2,30,277,6,-94,-2105,-6,94,-2105,158,158,158,158,0,0,0,0,0,0,-3.077098688,0.02303546,0.780524457
6564,24625044,0,0,0,10000,0,0,10,-44,452,-1,24,273,19,-89,-2103,-19,89,-2103,158,158,158,158,0,0,0,0,0,0,-3.077139098,0.023295512,0.782480817
6565,24625291,0,0,0,10000,0,0,9,-37,445,-1,20,268,35,-92,-2095,-35,92,-2095,158,158,158,158,0,0,0,0,0,0,-3.077180618,0.023508728,0.784402782
6566,24625539,0,0,0,10000,0,0,8,-31,440,0,15,264,40,-91,-2077,-40,91,-2077,158,158,158,158,0,0,0,0,0,0,-3.077226164,0.023691607,0.786313171
6567,24625787,0,0,0,10000,0,0,8,-27,435,0,12,261,49,-83,-2056,-49,83,-2056,158,158,158,158,0,0,0,0,0,0,-3.07727692,0.023848463,0.788205226
6568,24626034,0,0,0,10000,0,0,8,-24,432,0,10,258,64,-79,-2033,-64,79,-2033,158,158,158,158,0,0,0,0,0,0,-3.077329598,0.023978395,0.790079965
6569,24626282,0,0,0,10000,0,0,8,-22,429,0,8,257,77,-77,-2014,-77,77,-2014,158,158,158,158,0,0,0,0,0,0,-3.077382794,0.024089129,0.791951602
6570,24626530,0,0,0,10000,0,0,8,-23,428,0,7,255,83,-68,-2000,-83,68,-2000,158,158,158,158,0,0,0,0,0,0,-3.077442664,0.024198965,0.793820634
6571,24626777,0,0,0,10000,0,0,8,-26,428,0,8,255,93,-58,-1988,-93,58,-1988,158,158,158,158,0,0,0,0,0,0,-3.077510191,0.024312531,0.795684097
6572,24627025,0,0,0,10000,0,0,8,-30,427,0,10,254,106,-53,-1982,-106,53,-1982,158,158,158,158,0,0,0,0,0,0,-3.077581556,0.024433107,0.797551989
6573,24627273,0,0,0,10000,0,0,8,-35,427,0,13,254,109,-51,-1978,-109,51,-1978,158,158,158,158,0,0,0,0,0,0,-3.077654468,0.024572526,0.799419208
6574,24627520,0,0,0,10000,0,0,8,-42,427,0,16,254,108,-50,-1975,-108,50,-1975,158,158,158,158,0,0,0,0,0,0,-3.077728147,0.024741448,0.801277162
6575,24627768,0,0,0,10000,0,0,9,-49,429,0,20,254,100,-52,-1977,-100,52,-1977,158,158,158,158,0,0,0,0,0,0,-3.077796426,0.024948454,0.803147991
6576,24628016,0,0,0,10000,0,0,9,-55,430,0,25,255,93,-64,-1977,-93,64,-1977,158,158,158,158,0,0,0,0,0,0,-3.077855223,0.025186894,0.805018905
6577,24628263,0,0,0,10000,0,0,10,-62,431,-1,29,256,83,-74,-1982,-83,74,-1982,158,158,158,158,0,0,0,0,0,0,-3.077902179,0.025461867,0.806882159
6578,24628511,0,0,0,10000,0,0,11,-67,431,-1,32,256,76,-82,-1984,-76,82,-1984,158,158,158,158,0,0,0,0,0,0,-3.077938792,0.025765143,0.808749527
6579,24628759,0,0,0,10000,0,0,11,-71,432,-2,35,256,68,-87,-1989,-68,87,-1989,158,158,158,158,0,0,0,0,0,0,-3.077972171,0.026091853,0.810618518
6580,24629006,0,0,0,10000,0,0,11,-72,432,-2,37,257,65,-97,-1999,-65,97,-1999,158,158,158,158,0,0,0,0,0,0,-3.077998389,0.026422784,0.812478184
6581,24629254,0,0,0,10000,0,0,11,-71,430,-2,38,257,59,-105,-2012,-59,105,-2012,158,158,158,158,0,0,0,0,0,0,-3.078019049,0.026754636,0.814335257
6582,24629501,0,0,0,10000,0,0,11,-69,428,-2,37,256,59,-111,-2025,-59,111,-2025,158,158,158,158,0,0,0,0,0,0,-3.078035783,0.027074751,0.816176278
6583,24629749,0,0,0,10000,0,0,11,-65,425,-2,35,254,57,-117,-2036,-57,117,-2036,158,158,158,158,0,0,0,0,0,0,-3.078048367,0.027379294,0.818011937
6584,24629997,0,0,0,10000,0,0,11,-60,422,-2,33,252,55,-125,-2044,-55,125,-2044,158,158,158,158,0,0,0,0,0,0,-3.07805496,0.027662373,0.819834786
6585,24630244,0,0,0,10000,0,0,10,-56,419,-1,30,250,58,-130,-2049,-58,130,-2049,158,158,158,158,0,0,0,0,0,0,-3.078062128,0.027922852,0.82163838
6586,24630492,0,0,0,10000,0,0,9,-51,415,-1,27,249,63,-128,-2052,-63,128,-2052,158,158,158,158,0,0,0,0,0,0,-3.078075417,0.028157467,0.82343442
6587,24630740,0,0,0,10000,0,0,9,-46,411,0,24,246,64,-124,-2052,-64,124,-2052,158,158,158,158,0,0,0,0,0,0,-3.0780919,0.028368187,0.825215375
6588,24630987,0,0,0,10000,0,0,9,-41,408,0,21,244,63,-111,-2049,-63,111,-2049,158,158,158,158,0,0,0,0,0,0,-3.078118847,0.028555888,0.826979512
6589,24631235,0,0,0,10000,0,0,9,-38,405,0,18,242,65,-110,-2045,-65,110,-2045,158,158,158,158,0,0,0,0,0,0,-3.078146365,0.028729082,0.828739025
6590,24631483,0,0,0,10000,0,0,9,-35,402,0,17,240,75,-106,-2040,-75,106,-2040,158,158,158,158,0,0,0,0,0,0,-3.078176792,0.028880068,0.83048836
6591,24631730,0,0,0,10000,0,0,9,-33,399,0,15,238,77,-105,-2034,-77,105,-2034,158,158,158,158,0,0,0,0,0,0,-3.078207516,0.029018785,0.832218778
6592,24631978,0,0,0,10000,0,0,10,-30,396,0,14,236,76,-106,-2030,-76,106,-2030,158,158,158,158,0,0,0,0,0,0,-3.078232742,0.029145401,0.833943707
6593,24632226,0,0,0,10000,0,0,10,-28,394,-1,12,235,72,-111,-2028,-72,111,-2028,158,158,158,158,0,0,0,0,0,0,-3.078253672,0.029265925,0.835659301
6594,24632473,0,0,0,10000,0,0,9,-25,391,-1,11,234,79,-114,-2031,-79,114,-2031,158,158,158,158,0,0,0,0,0,0,-3.078276357,0.029365739,0.837356588
6595,24632721,0,0,0,10000,0,0,9,-22,387,0,9,231,85,-117,-2035,-85,117,-2035,158,158,158,158,0,0,0,0,0,0,-3.078296449,0.029447142,0.839044691
6596,24632969,0,0,0,10000,0,0,10,-17,383,0,6,229,94,-122,-2041,-94,122,-2041,158,158,158,158,0,0,0,0,0,0,-3.078308015,0.029498163,0.840717513
6597,24633216,0,0,0,10000,0,0,10,-12,378,-1,3,226,107,-124,-2049,-107,124,-2049,158,158,158,158,0,0,0,0,0,0,-3.078317761,0.029514624,0.84236517
6598,24633465,0,0,0,10000,0,0,10,-7,373,-1,0,223,122,-125,-2054,-122,125,-2054,158,158,158,158,0,0,0,0,0,0,-3.07832636,0.0294968,0.844007681
6599,24633712,0,0,0,10000,0,0,9,-2,368,-1,-3,220,137,-123,-2056,-137,123,-2056,158,158,158,158,0,0,0,0,0,0,-3.078340302,0.029442691,0.84561947
6600,24633959,0,0,0,10000,0,0,9,2,363,0,-6,217,149,-121,-2051,-149,121,-2051,158,158,158,158,0,0,0,0,0,0,-3.07835489,0.029360359,0.847212737
6601,24634207,0,0,0,10000,0,0,9,5,357,0,-8,214,163,-122,-2042,-163,122,-2042,158,158,158,158,0,0,0,0,0,0,-3.078367304,0.029252624,0.848788915
6602,24634455,0,0,0,10000,0,0,8,7,352,0,-10,211,177,-122,-2032,-177,122,-2032,158,158,158,158,0,0,0,0,0,0,-3.078382702,0.029123769,0.850345859
6603,24634702,0,0,0,10000,0,0,8,7,347,0,-11,207,188,-124,-2023,-188,124,-2023,158,158,158,158,0,0,0,0,0,0,-3.078395098,0.028984637,0.851876277
6604,24634950,0,0,0,10000,0,0,7,7,344,0,-11,205,198,-121,-2017,-198,121,-2017,158,158,158,158,0,0,0,0,0,0,-3.078413402,0.028837066,0.85340155
6605,24635198,0,0,0,10000,0,0,8,6,340,0,-11,203,209,-114,-2011,-209,114,-2011,158,158,158,158,0,0,0,0,0,0,-3.07843208,0.028684033,0.854911752
6606,24635445,0,0,0,10000,0,0,8,3,337,0,-9,201,215,-104,-2006,-215,104,-2006,158,158,158,158,0,0,0,0,0,0,-3.078458061,0.028538217,0.85640453
6607,24635693,0,0,0,10000,0,0,8,0,334,0,-8,199,223,-101,-2003,-223,101,-2003,158,158,158,158,0,0,0,0,0,0,-3.078485753,0.028398526,0.857890934
6608,24635940,0,0,0,10000,0,0,8,-3,332,0,-6,197,224,-98,-2005,-224,98,-2005,158,158,158,158,0,0,0,0,0,0,-3.078515494,0.028270131,0.859362714
6609,24636188,0,0,0,10000,0,0,8,-6,328,0,-4,195,210,-96,-2004,-210,96,-2004,158,158,158,158,0,0,0,0,0,0,-3.078546126,0.028165722,0.8608205
6610,24636436,0,0,0,10000,0,0,8,-8,324,0,-2,193,202,-101,-2006,-202,101,-2006,158,158,158,158,0,0,0,0,0,0,-3.078572061,0.02807551,0.862258661
6611,24636683,0,0,0,10000,0,0,8,-10,321,0,-1,191,193,-106,-2011,-193,106,-2011,158,158,158,158,0,0,0,0,0,0,-3.078593587,0.027999979,0.863675836
6612,24636931,0,0,0,10000,0,0,8,-12,318,0,0,189,177,-104,-2013,-177,104,-2013,158,158,158,158,0,0,0,0,0,0,-3.078616372,0.027946011,0.865083166
6613,24637179,0,0,0,10000,0,0,8,-14,316,0,1,187,165,-107,-2014,-165,107,-2014,158,158,158,158,0,0,0,0,0,0,-3.078636384,0.027910036,0.866479225
6614,24637426,0,0,0,10000,0,0,8,-14,313,0,2,186,163,-111,-2019,-163,111,-2019,158,158,158,158,0,0,0,0,0,0,-3.078652907,0.027874216,0.867856125
6615,24637674,0,0,0,10000,0,0,9,-14,309,0,2,184,163,-115,-2019,-163,115,-2019,158,158,158,158,0,0,0,0,0,0,-3.078661273,0.027837933,0.869220643
